Author,Title,Review,Rating,Dates,Restaurant
vespana5,Fun times,"Good food downstairs, and afterwards, just grab a drink and bring it up and dance the night away. The DJ plays a wide range of music-club music all the way to our guilty pleasures playlist. 4 stars because the music transition is somewhat choppy. Overall a great atmosphere for tourist and locals to come together and dance!",4,2019-11-20,Havana Bar & Grill
"GrahamStephensPenang Island, Malaysia",A great dining experience,This steakhouse is not for the financially faint hearted but about as good as it gets - In Kuala Lumpur anyway. Great views perfect service and steak to die for. Interesting starters and desserts too. Well curTed wine list. We had amarone and while not my favourite style (there are many) it was very drinkable. This place goes on my list of most reliable places to recommend in kl- and its a very short list.Just make sure you are not paying,5,2019-03-08,Marble 8
MimoletteL,Decent egg tart but very pricy,"Service staff took takeaway order quickly and collected money and receipt to redeem item from the side. Just decent, flaky enough and mild taste but too expensive!",1,2019-10-28,"Nam Heong Vintage, Pavilion Elite"
"R0dentPhoenix, Arizona","Great food, good shopping","I’m fascinated with KL’s Chinatown because I’ve always been interested in Chinese-Malaysians living as minorities in a predominately Muslim country. Here, you can see how they’ve carved their niche in the city and how their lifestyles and appearance differs from the Malays.There is superb street food and good shopping. The free KL bus also stops at the north entrance of Chinatown. You should go at night when the street stalls are open.",5,2013-04-12,Hawker Stalls in Chinatown
"walllflowerDrammen, Norway","Okay food, but cockroaches","We went to this place because of the great reviews on TripAdvisor.The food was fine, the nan was really nice. However, there were a lot of cockroaches in the restaurant. We only spent about 25 minutes there because of this, and in that short time we saw at least 10 cockroaches on the floor and walls. This was about a week ago.",2,2019-10-02,Tg's Nasi Kandar
NandagopalE1,Best food and services,"One of the best dinner experiences I have had. Although it's bit expensive, we left with a feel of having good quality food. The staffs were very professional.",5,2016-12-30,Saravana Bhavan
"MsAudeliciousKuala Lumpur, Malaysia",Dim sum was delicious,"Heard about this place from my friends and only went recently because we had a company lunch which included my Malay colleagues. Did not expect much for halal dim sum, but I am happy to be wrong! The dim sum was yummy and better than a lot of non halal dim sum restaurants. Service was also top notch and the restaurant is so pretty! :)",5,2017-01-05,"Dolly Dim Sum, Pavilion Elite"
"CrystalismKuala Lumpur, Malaysia",Great but be prepared to be slaughtered (very overpriced food),"Great breakfast spot in KL area. Day eats:Many choices to pick from, pork noodles, char kueh teow, chicken rice, roast pork rice, etc. The famous Imbi Pork Noodles can be found here. Pork noodles are however so so overrated thats why they increase the price. Possibly one of the most expensive pork noodle in the area.Night eats:It becomes a tai chow at night, you can practically get all types of fried rice, noodles and dishes. They are famous for the Hokkien Mee, Wat Tan Hor, Cantonese Fried Noodles and such.Regardless of the price, there is still a regular crowd during peak hours.",4,2016-05-24,Restaurant Win Heng Seng
"V00DooKuala Lumpur, Malaysia",Not a cheap restaurant,"My friend was craving crabs so I made a dinner reservation for 3 persons and specifically requested to reserve two large crabs for my table. However, when we arrived, we were told that they had no stock of their usual Indonesian mud crabs but had ""french bread crabs"" from Europe (more expensive, of course)! Quite disappointed that the person who took my reservation didn't bother to mention this when I called less than 5 hours earlier!So we ordered 1.5+kg crab for the 3 of us, their house special tofu dish and the ""green dragon vegetable"" dish with macadamias. The tofu and vegetable dishes were really good, and the chili crab very tasty, however, the amount of meat from that large crab was very disappointing. All shell and very little meat!!Our very simple dinner for 3 persons came up to RM278... and we were still hungry so had durians (just down the road) for dessert!",4,2018-07-08,Restoran Green View
Nhrahman2,FUN DINING!!,"It was a wonderful experience!! The projector arrangement during the story journey mesmerizes us! We like China's cuisine the most! Overall, worth it!",5,2023-03-13,Le Petit Chef - Kuala Lumpur
"DigitalNomadAusPerth, Australia",This is by far the best roof,This is by far the best roof top bar experience in KL. 270 degree views of the city and mountains. Great value at happy hour and drinks come with complimentary chips. I wanted a cocktail not on the menu and it was no bother. Great selection of deep house music playing as well and nice ambiance ,4,2019-12-25,Vertigo
"tony12cuKuala Lumpur, Malaysia",Stylish Dining without costing heaps,"The restaurant is stylishly decorated, with lots of contemporary features.The food is disappointing in the beginning but quickly changed for the better as soon as the main course arrives.It offers made-to-order ice cream with their nitrogen infused ice cream maker.The good part is that it shares similar view to a much more expensive restaurant upstairs, the view of KL skyline.Their desserts are great and very nicely priced. Should keep this up.Great value for money. Highly recommended.",4,2016-03-28,PLOY
"divahynSingapore, Singapore",Great place! ,We were rejected to dine at CE LA VI as we had our 11 months old baby with us. Riduan at TRACE reception was helpful in answering all my queries so we decided to proceed ahead with our dinner at TRACE instead. Great choice! Good view and we loved the oxtail soup! Reasonable pricing as well. ,5,2018-11-24,Trace Restaurant & Bar
"stefaniecstPetaling Jaya, Malaysia",Been our regular place whenever we are at Petaling Street,"I have been visiting Old China Cafe since year 2020 until now. Came by for dinner on the last day of 2022 before going for a drink. We had:-Sambal Sotong Petai @ RM 34.90Pucuk Paku stir fry @ RM 17.90Brinjal with Oyster Sauce @ RM 17.90Ayam Pong Teh @ RM 28.90Green Tea small @ RM 8.90White Rice @ RM 2.90 eachTotal Bill RM122.50 for 2 adult and 1kid.Food and portion was good and have slight price increased, a few ringgit. But taste wise and ingredients used was never cut corner. We had petai change for lady’s finger as we had petai for lunch and we changed Pucuk Paku to Stir fry. I think Pucuk Paku are best remained at belacan as Pucuk Paku are pretty tasteless. Service still good despite being full house just no more free ballon for kids, as my girl keep asking why.",4,2023-01-03,Old China Cafe
isabellevt,Delicious!,Stayed in Kuala Lumpur for five days. We eat in different restaurants each time to make sure we get a full experience trying different foods. We were very pleased to fall upon this restaurant. It was absolutely delicious. Best meal we’ve had in Kuala Lumpur.,5,2018-08-04,Betel Leaf
Connector10046263493,Great Ambience and Impeccable services,"Celebrating my birthday at Sabayon at EQ was an exquisite experience! The ambiance was delightful, and the culinary journey through their menu was truly unforgettable. From the impeccable service to the delectable dishes, it was the perfect way to mark another year of life's adventures. Highly recommended for anyone looking to indulge in a memorable dining experience! Also, a very deep gratitude to Mr Ash and Ms Joslyn for the patience in explaining every details of the dishes presented! And ofcourse Mr Iz the talented singer for his beautiful and astonishing voice",5,2024-02-04,Sabayon
Palmersk2,No Information,"This establishment is closed on Mondays for lunch but that was not specified in there bio, it was a waste to drive from the city only to find out it's closed.",1,2015-10-26,Senya Izakaya Publika
Nanom Zahari H,1st Top 50 for Malaysia,"Dewakan has a well deserved reputation.

Excellent food...intuitive service. 
Fantastic natural wine.

Very personalised and efficient.",5,2020-01-05,Dewakan Restaurant
"MayLamKLKuala Lumpur, Malaysia",Upmarket Dim Sum,"An innovative menu...with traditional favourites as well as some creative fusion blends. The crispy duck wrapped in cheongfun, a must-try signature dish. My only complaint is that the restaurant is obscenely cold...so the food can go cold incredibly quickly which jars with the leisurely 'yum char' lunch concept.",4,2014-01-31,Shanghai
Wong KKL,Lovely Birthday Lunch,Had a perfect birthday lunch with our baby. Everything was just taking in place so well. Will definitely come back with family and friends. Thanks.,5,2019-10-29,Michelangelo’s Restaurant @ Pavilion Kuala Lumpur
"Cindy KBlacklick, Ohio",Best Indian Meal ever!,We both had the non-veg thali. It was a huge meal and fantastic! It was one of the best Indian meals I have ever had. We even finished our meal with paan. Tandoori chicken was very must and flavorful. Meat curry great again. This restaurant came highly recommended by our hotel and they were not wrong!,5,2023-01-28,Bombay Palace
Beryl CMalaysia,Attending wedding dinner ,"Poor service, the staffs are not helpful and not willing to go extra mile to help. Not children friendly. Ravioli is so salty, I managed to eat one only. I wish there're olive oil and balsamic vinegar to go with the bread. Not worth the trip, definitely will not recommend my friends there.",1,2017-10-02,Ciao
"Gold OKuala Lumpur, Malaysia",World famous dumplings franchise,"Yes , it’s world wide , and for some good reasons .Choice and quality of dumplings are great . You can see the team making them behind the window in every restaurant. That’s a trade mark . Kids and parents love it . Other Asian dishes are served like noodles soup , fried and steamed veggies and meat dishes. It’s a to go to when you don’t know where to go .Recommended .",4,2020-10-04,Din Tai Fung Pavilion KL
"Leonj59Kuala Lumpur, Malaysia",Pretty good,"Service is top notch and food quality is good. I am fond of their desserts, their drinks and their soups. I must admit that sone of their servings, especially the meats have a little more oil than usual. Other than that it is good and prices are deemed fair. ",4,2015-10-21,Ole Ole Bali Balinese Specialties
SurayaM39,Toh yuen chinese restaurant,Excelent food with reasonable price the service is fast and the staff is frienly.yes I want to come here again,5,2018-09-01,Toh Yuen Chinese Restaurant
Hao S,Great sweets!,"Small and not pretentious, made with love and caring, super tasty sweets, mandatory visit after having dinner anywhere in the street! 

The staff is really warm and kind!",5,2020-03-15,Ticklish Ribs & 'Wiches
davidtan2016,Creative n tasty,"Was there for a quick lunch but the dish was amazing! Staff service n prompt service almost on auto pilot.
Great value for money too!",5,2016-07-22,Dave's Bistro Bar & Grill
"saiprasad989Kuala Lumpur, Malaysia",Best Sea Food in Malaysia ,"One of the best sea food in Malaysia. Very very nice taste of the dishes what we ordered. Especially salted egg crab is a must try dish. Good Place to eat with Friends and family. The only concern in weekends is, we need to wait for sometime to get place. Apart from that. All good.",5,2018-06-04,hokkaido seafood restaurant
meamesKuala Lumpur,Great food and service!,"Heard it's highly recommended to make a table reservation for dinner during the weekend to avoid long wait at the door. I did just that, for my first visit: I called at 12.05pm on 8/8 to reserve a table for 2 at 7pm on the same night. Reservation was fuss free and pleasant. My partner and I arrived at the restaurant exactly at 7pm, saw many people waiting at the door. Gave my name to the friendly staff, and we were led to our table in no time. We had some beers and cocktails while waiting for the food. They arrived quickly, and the food didn't take too long either. We're both small eaters so we shared a plate of stuffed button mushrooms and half slub of BBQ baby back ribs. Both were very delicious. Our small plates were changed after we finished the appertiser and the food presentation was a plus point Portions were normal, so I'd not recommend normal eaters to share food here. My second drink was a half pint of hoegaarden. I saw the server approaching our table with it when a man (I think the manager) called upon her, asking why the glass wasn't full and told her to get it filled to the top. The server did as instructed and soon I got my beer, which was chilled and filled to the max. The place was very busy so it was very pleasant to see that the staff were friendly and alert to our needs. I plan to return to this place, and try other items on the menu. I hope this place will keep up the good job!",5,2015-08-09,Dave's Bistro Bar & Grill
nuratiqahk,Dissapointing,"Food was nice and service by most of the waiters were good. But we were extremely put off by the staff in charge of seating, I believe her name is Aida. Upon arrival when we asked for table, she didnt even bother to turn to check whether there were available seats and immediately dismissed us saying there are no seats available, when clearly we saw several empty tables. Only when we told her that we see there are a few tables empty that she turned to glance to see the vacant tables and obliged us with a table. Dont know whether its plain laziness or just biasness but whatever the reason, it is an appalling behaviour for a person who is supposed to be the welcoming face of the restaurant. Very dissapointing experience.",2,2021-11-06,Quivo Pavilion
JaiL107,Excellent service and atmosphere,"Service staff was very professional and everything was very well presented including food and the decor, gives it a very luxury feel. I like buffets that has lots of varieties and not so common food that I could try, and Mosaic offers that. Dessert also has a wide selection and very PRETTY!!!. One down side from the night was the chinese section, the food didnt appeal to me that night, I only remembered there was steamed fish, noodles soup and blanched veges only, nothing too exciting. Other stations (Indian, European & Malay) also have at least 7-8 different dishes.",5,2019-10-21,Mosaic
"MayRaeMelbourne, Australia",Don’t walk past  …..stop for a drink and meal!,"We enjoyed 2 nights drinks and dinner with our 2 teenage daughters….the staff here are amazing so welcoming so attentive and so much fun! Food was great, drinks were icy cold and never had to wait. 2nd visit we felt like we’d returned to our local bar with the welcome they gave us. Thanks to all the staff you create a great fun team environment cheers from your Melbourne Aussie friends!",5,2022-07-16,Healy Mac's
"yonghwee73Singapore, Singapore","Limited view, but good food and service","We chose this place because it doesn’t have a dress code unlike the other sky dining restaurants, and thought we could see the twin towers and/or KL Tower. However, the view is blocked and we can’t see much. The dining area is in fact kind of tucked into a corner.The food is pretty good though. Had a cured meat plate which was lovely, and a nicely grilled kale paired with a refreshing prosecco. Then moved on to rib eye and a duck drum stick, paired with the house reds. The steak is decent but the duck isn’t much to shout about. The house reds are also not very sophisticated (for fine dining standard). This is a nice above mid-tier restaurant. Definitely not fine dining standard, which suits us actually. ",4,2018-09-18,Strato at Troika Sky Dining
chisanng,Food is great,"Tried the Pork Platter and love it. Though the service is a bit slow, the quality of the food is good enough to make up for the wait. Glass wine is available for order. The roasted pork goes very well with it.",5,2020-01-05,Dave's Bistro Bar & Grill
Hua Lun L,Quality not been consistent amongst all the outlet,"I have dine in before at Ippudo Namba (Osaka) and Pavillion branch. 

However, the taste has not been consistent from outlet to outlet. 

The Pavillion branch taste better than this.",3,2017-01-01,IPPUDO Gardens Mall
Wen233,Great services,Feeling so satisfied with the services here ! The food is nice and specially credit to mr shamsul who has great service attitude! Keep it up and thank you !,5,2022-12-23,Japas By Jeff Ramsey
130rachelr,Avoid,"9 staff on, only us eating in restaurant. Yet meal wasn't all served at once like you would expect. Staff and chefs too busy out on balcony smoking cigarettes. Don't waste your time.",1,2017-05-06,Bar B Q Tonight Malaysia
457chenglinc,Amazingly great experience,"Environment very cozy and comfortable for our family of 3 to chill and enjoy the weekend here. Food is great and coffee is perfect. As a coffee lover, their coffee is up to the standard. There's live violin performance as well in the background.",5,2022-11-19,Le Bar Cocktails & Stories
"aalankhooSingapore, null, Singapore",Good Service,"Was searching for places to dine for my girlfriend birthday celebration, came across this restaurant. E-mail them, the response was fast and did told them is was my for my girlfriend birthday celebration , The staffs there is very friendly, on and off was come and check with us is everything alright. do love their service , their price of the foods is reasonable compare to some other places, not that expensive for a restaurant like this , would recommended for all who are looking for places for gathering or even couples. Will visit them again :)",5,2014-12-16,PLOY
jkhidalgo,Outstanding restaurant with fantastic view of the Petronas twin towers,Amazing view of the petronas towers and that area of KLCC. The menu was excellent and the service outstanding. One of the best restaurants I've been in my life,5,2020-08-10,Nobu Kuala Lumpur
GonzaIo,Great as always,We have tried a few restaurations of this brand in different countries in Asia and it is always delicious.,5,2018-09-04,Din Tai Fung Pavilion KL
Paulinefoong,Farewell dinner,We have farewell dinner with colleague. This is amazing restaurant with serving great food and service. Nice environment.,5,2020-03-04,Manja
"k7cqPetaling Jaya, Malaysia",A 10 minute walk from Changkat,"The atmosphere was pleasant and the music was very appropriate for this fine dining place. The waiters were very good. They need to focus on the customers better as there primary job, and not for their group chats. My tenderloin steak was delicious. They allowed my wife and I to change the side dishes that come with the dinner, to any from their menu side dishes. That was a nice touch.My wife had rack of lamb. If you like your lamb with lots of fat and gristle plus a small amount of meat, then this is the dish for you. My experience with western style rack of lamb is not anything like this. I would not recommend this dish based on that.The place has live music in the evening. The house red wine was excellent. They have an outdoor balcony to drink and eat as well.",4,2017-10-28,Pampas Reserve Steakhouse
desnss,North Indian fine dinning at its best,Good food and service. One of the best North Indian food I have tasted. Good place for business meeting too.,5,2017-11-07,Delhi Royale
En1gmat1on,Great coffee joint with a top class service,Quiet ambiance. Good for catching place to catch up with friends. Great coffee experience with friendly staff.,5,2019-10-29,Antipodean Atria
murasakisakai,Great Restaurant for Special Occasion,"Had a wonderful experience celebrating my mother's birthday.
Staff were welcoming and provided outstanding service.
The meal was simply amazing, the steaks we ordered were cooked to perfection and every dish is so uniquely flavourful that the taste just stays in your mouth.",5,2022-12-10,Horizon Grill
"armanddebrignacKuala Lumpur, Malaysia",Never again,If you expect a good lunch or diner do not go to that eating place.The so call French food was simply reluctant.Blood sausage ....to forgetConfi de canard ...a desater.Service mediocre Just a place to avoid. ,1,2019-01-06,Chez Gaston
257flemmings,I have come to KL for business,"I have come to KL for business regularly over the past 4 year and like it here. Always out to explore new places an Fuego was a great addition to the list. Great service, great Mexican food with a twist and obviously nice views.",5,2019-12-18,Fuego at Troika Sky Dining
Setsuna11,Delicious dessert ever,"Truthly speaking i would come again to try another dessert here. Hayati was recommend us to try their new dessert, eclair with the variety selection of flavour. And it was fantastic. I had ordered coconut and milk chocolate eclair. Thank you for the service",5,2020-01-27,The Lounge at Four Seasons
"Benjamin_AnnieKuala Lumpur, Kuala Lumpur, Malaysia",Been Eating This for Past 20+ Years,Grew up eating this.I have to be frank that this is not a comfy style eateries with good services.Go else where if you are looking for good services.The price might not be value for money but again it's not rocket high (RM10 per person is still better than McDonald or KFC).It's the most authentic wantan noodles in the Malaysia.Just try their char siew (honey roasted pork) and wantan.Going in odds hours (other than 12noon to 2pm) should be ok for a little better attention.,4,2015-05-08,Koon Kee Wan Tan Mee
"Datin_ZilKuala Terengganu, Malaysia",Meeting friends,"Lovely place.. love the ambience. Food was delicious. Our waiter, Kishen was fantastic. Very helpful and efficient. Will definitely come again.",5,2022-06-11,WXYZ Bar
Dave J,Horrible steak,"I went there on my birthday with my wife. We ordered the tenderloin, medium cooked. The steak was overdone and chewy. Only after finishing they came by to ask if the steak was ok. The desert , pana cotta, was horrible. I think they forgot the sugar . Very bland . Thanks for ruining my birthday , will never set a foot in this place again.",1,2016-02-07,Bara On Six
DixitaR1,Dinner with my family,"I getting very memorable experience from tosca ..The staff is so nice and helpfull,, always smile and polite ,, but its litte bit hot in the restaurant  ,,overall experience is so good ,,i expect that the same experience i get in my next stay in hotel...I want to high light Tosca Manager "" Eddie "" he is very nice and funny guy he deals with customer like we know from many time ,,he is very familiar and helpfull to the guests ,,Overall i have great experience from tosca .",5,2018-08-21,Tosca
Stefan K,All in all perfect!,"We were there with the whole family and everyone was thrilled.  A unique ambience, good service and excellent food!  One of the best restaurants in KL.  We'd love to come back.",5,2023-12-14,Malai Thai Cuisine
Traveler02511978359,Bad meal @ Jake's,"We're an older couple, and we generally don't do reviews unless we have something positive to say. We have thought long and hard about this, but had to say something about the horrible time we had at Jake's Sunday 25 Feb. First of all, the onion rings felt 'off' - didn't smell right. When the meals arrived, they were no better. Both the chicken and beef stroganoff were dry. My husband threw up, and we believe it may be due to the bad oil from the onion rings. We left without finishing any of our meals...We are happy to hear that most others have had pleasant experiences, but we don't think we'll ever be back at Jake's again.With regardsAdrian and KC Birch",1,2024-03-02,Jake's Charbroil Steaks-MEDAN DAMANSARA
353jayceee,Autumn and Winter Discovery Menu,"Celebrate my birthday here with my hubby. We loved all the 5 course meals, it taste amazing! The portion is just right, maybe slightly too much for small eater like myself.We highly recommend PROSCIUTTO & PUMPKIN from the 2nd course! This is something we never tasted before, compliments to the chef, everything just perfectly match together. Food presentation is perfect with romantic environment. The waiter, Faiz is also polite and very helpful. He offer help to help us take some really good photo. Thanks Faiz!Keep it up Skillet at 163, definitely will come back for other celebration.",5,2020-10-20,Skillet KL
lyenouqny,GOOD,Staff were very attending and service is fast. Food were good and fantastic. However wish there were more menu,5,2023-11-25,"Flock, W Kuala Lumpur"
kevintaste,Recomend Steak house,"This steakhouse 
taste is 5.0
atmosphere 3.5
table setting 3.5
service 3.5
clean 4.5
beverage 2.5
wine 4,0",4,2015-05-20,The Beato Aged Steakhouse
"MisterdarkboyPeterborough, United Kingdom",Tonight ,I have come over from the uk and was invited to the restaurant tonight. We had a last minute table for 3. Drinks were very slow to arrive and the popadoms were old and soft. The draft Heineken smelt like egg so we drank from bottles after the first glass. Despite this the main courses were beyond good. I would say the food was outstanding! Some of the best food I have ever had in Malaysia. I will be back!,5,2019-04-06,Aliyaa Island Restaurant & Bar
Johntan22,Birthday Dinner,"First time come here dinner, food are very tasty. Super good service especially thanks to Mr Johnny for a very nice presentation and We will visit again.",5,2019-07-23,The Steakhouse KL
"JasonLau33Kuala Lumpur, Malaysia",Sunday Roast,"Had the Sunday Roast twice during my stay of 10 days at the hotel. These would be my 3rd and 4th times. Have no complains on the service especially they make additional effort to provide me with a table when it was full. However, the food quality have been deteriorating over the year. Hope that someone will look into this as I look forward to this lunch every Sunday before I check out. ",3,2015-10-06,The Lobby Lounge
"Matteo PBarcelona, Spain",Home!,"I always very sceptical with Italian restaurants abroad, so I was very pleasantly surprised when I have landed on Pomod'oro. Very good Parmiggiana followed by an amazing risotto con ossobuco...and hear hear, it is not just a little ossobuco, it is a whole succulent piece of it, together with a very tasty risotto! Of course all accompanied by a lovely Chianti. Please, if you feel like eating Italian, make yourself a favour Chef Thomas will be glad to help you chose among the many Italian dishes.",5,2022-12-01,Pomod'Oro Ristorante Italiano
"markbrooksDubai, United Arab Emirates",Curry with a Sri Lankan Twist,"Never had Sri Lankan curry before so I thought I'd give this a try. Loved it. Seems like a Caribbean twist in some ways. I had the crab which was quite dry and healthy. Veg side dish was perfect combination with it. If you like curry and have never tried Sri Lankan curry, you should try this. ",5,2019-06-01,Serendib Restaurant & Bar
"meaningremissionSubang Jaya, Malaysia",Porky dinner,"This is a place for pork lovers. Mr Ho, previous from Mr Ho Fine Food in Bangsar Shopping complex has restarted his restaurant in this well secluded row of shoplots in a housing area at SS2. He is fame for his home made sausages and porky dishes, like pancetta, roasted pork belly, pork knuckles. Also in his menu is the iberico pork, wagyu or ordinary grass fed beef, lamb and fish. Of course pork is his specialty. Worth while for another return trip.",3,2019-04-06,The Butcher's Table
SavvygoodTraveler_05,Best service from Hana and the food is so good,"Food taste great and good service from Hana was great, she very friendly and polite and always alert of all our needs, we have great evening here",5,2024-01-27,Kampachi Pavilion
"lovetravelling86Phu Quoc Island, Vietnam",Highly recommended,"Lot of food selection from Indian food, Malaysian, Western to satisfy your own taste buds. The service is friendly and efficient.",5,2018-07-11,The Mill Cafe
"desjess80Ipoh, Malaysia",Food getting poor,"Station18 ipoh... Food non consistency on sze chuan fish soup with salted vege! The salted vege seem no washing before cook.. Cutting size too rough.. funny tastes..spoilt whole pot of soup, also no warmer at the bottom like previous presentation! Tea chicken pot cheated, out of presentation, chicken taste and soup taste totally different! Xiao long bao no enough broth stuffed and served no hot...! Service is good!",2,2017-02-05,Dragon-i
"FranXavKlang, Malaysia",Fine Dining Thai Style.,Was here for a wedding reception. First time and the place is wonderful. Great ambience and a warm welcome feeling. Parking seems to be less of space but there's valet service. The staffs were friendly. There's private rooms at the back of the main building for bookings with a koi fish pond in between the buildings. The food was good as we had bites before the main dishes. Loved the tom yam soup and green curry. A full bar too is available.,4,2018-08-06,Rama V Thai Cuisine
briliantf,Awesome sandwich,Never been disappointed with the food. My bf's favorite is meatball marinara. I personally like steak and cheese. We had also chocolate chips cookies. they have awesome teh tarik.,5,2015-09-26,Subway
"ditchnapperLuang Prabang, Laos",Mediocre,"We had somewhat high expectations for this place based on reviews but were disappointed. The service was inattentive, the décor overly showy and tacky, and the food not very good. The buffalo mozzarella starter was fine, but of course they only bought it, but served without any bread - we had to order garlic bread. Ravioli was ok, tortellini was dry and lacked flavor. Menu had large fancy photos of each dish, and the table was set with plastic flowers. We wont be back.",2,2021-03-15,Portofino Bangsar Lucky Garden
Redz3011,Mr Mohamad Redzuan,The food was really nice.. the staff are very friendly.. both of us are really enjoy the food and environment,5,2021-10-30,Rooftop 25 Bar And Lounge Kl
"ongjanice1Petaling Jaya, Malaysia",Quite amazing,"This is not a place for those who are on a budget especially for dinner. I believe they do serve lunch sets so that could be more affordable. In any case, it was definitely quite an amazing experience here. I think we paid about RM100/person for dinner and the food that was served are typical Thai food which you can see in almost every Thai restaurant but the only difference is that this restaurant is decorated very decadently, the service is good and the quality of food is fantastic. This place only starts to fill up by 8pm onwards therefore, reservations is highly recommended.",4,2016-01-15,Celadon
"929larrymVientiane, Laos",Nice chippy & more!,"Located on the busy Changkat Butik Bintang, this eatery offers nice fish & chips in 5-6 varieties, pies, and the usual British pub fare. I opted for the Barramundi and Chips, nice size portion of fish, traditionally battered with a good helping of chips! I wolfed it down forthright and it was tasty. Prices okay and good service",4,2018-04-05,The Magnificent Fish & Chips Bar
OzTravels80,"Relaxed, casual, good service","This place is in the lobby of the Intercontinental Hotel.
It is a relaxed place for a casual meeting or catchup. It's quiet and informal, and has good service.",5,2015-03-08,OneSixFive Lounge
361tjk,KL breakfast,"Good service and good variety of choices in menu
Food is good will definitely come here again for breakfast. The drink taste of Malaysia is a must try !",5,2023-02-11,Yellow Brick Road
"malabarflyGravesend, United Kingdom","good food, cheap prices and buzzing atmosphere","This is just one of the many restaurants and food outlets that line Jalan Alor, midway down on the left from the main Bukit Bintang end. There are plenty of outside tables, and like many others it houses several individual food stalls and sells food prepared by each or any of them from one waiter. We went because it looked OK and there was an outside table available on what was a busy Sunday evening at the beginning of Chinese New Year. I’m glad we did as the food was very good and reasonably priced.We had honeyed sesame chicken, hokien mee and garlic prawns for MYR63 (less than £12) plus a large Tiger beer at MYR12. I did not notice any disputes with the checks (bill) – ours was both written and till-printed and the prices reflected those on the menu so no room for dispute there.Whether it’s the best in the street I can’t say as I didn’t try any of the others, but it was a good, cheap and tasty meal in a great buzzing environment - in fact, it was one of the best dining evenings we had during our tour of Malaysia.",4,2019-02-18,Sai Woo
984elsak,Very cozy and nice view,"Had an annual dinner there. This place is perfect for a small event and the food is amazing... for me! It was a healthy buffet line with a touch of Japanese cuisine.You can see the view of KL twin tower from the balcony. The staffs are friendly and the service is fast. Because this place is secluded away from the town of Damansara, it was hard for my Uber driver to find this place. Oh by the way, if yo come here with you own car, please park in the basement becuase it is free. Do not park at the roadside. It can cause hit and run cases..",4,2016-03-28,PLOY
JiggyKiki,Authentic Thai Food in the City,Excellent Thai dishes. Portion is adequate and the ambiance is just calm and collected. Perfect for a quiet dining. The food is very authentic Thai cuisine. Decor is very calm and with comfy chairs. Definitely a must try.,5,2018-03-27,Celadon
tonytone1,"Good food, comfortable atmosphere",Visited the Sunday Lagoon branch of this upmarket Chinese restaurant chain. Views over the waterpark add to the atmosphere. We tried the Yang Zhou fried rice (RM20) and the Beef fried noodles (RM22) and Jasmine tea (RM10). All fresh and tasty. Recommended.,4,2017-01-10,Dragon-i
Mattijahu,Spicy but delicious,"We had kind of soup meal it was realy spicy for us but dilicious. My friend is vegetarian so we just asked for one meal without chicken. No problemo, nice stuff.",4,2019-04-18,Hornbill restaurant and cafe
"AFAK25Jeddah, Saudi Arabia",Good food and quiet environment,"We visited this restaurant for dinner to take advantage of the Gourmet Collection vouchers.There were hardly people in the restaurant when we there. I think there were only 2 tables occupied apart from us. So it was pretty quiet affair. We had 2 different soups, ma po tofu, fried garoupa with mixed vege and yam ring and of course half portion of peking duck! The presentation and serving were part of the fun having a peking duck. Here the chef comes out with a serving trolley and sliced the duck skin while the waiter wrapped the sliced duck skin in pancake before serving them to us. After enjoying the skin with the pancake, the remainder was cooked with fried rice.There was a voucher for free dessert. 1 serving of dessert per main course ordered. Dessert was predetermined and you couldn't choose from the menu. However the dessert, sea coconut in plum juice and other yummy stuff plonked in together, did not disappoint.We spent about RM280 and the voucher shaved 50% of that. It was value for money dinner. In fact I would have gladly paid the full price for the restaurant's food quality and the privacy.",4,2018-07-20,Tao Chinese Cuisine
"L_K1509London, United Kingdom",Delightful service and delicious afternoon tea,The location in Majestic’s colonial cafe is beautiful and of course colonial. The staff go out of their way to be friendly and welcoming. Always with a smile on their faces. The afternoon tea was yummy and lots of different tastes. Given the location the afternoon tea is reasonably priced. ,5,2019-03-06,Colonial Cafe
224kerryns,Izakaya special,"Friday night dining option until the end of November is the Izakaya Special, as you can order as much as you like from the menu - it is great value. The food was lovely, would definitely recommend.",4,2017-09-15,Zipangu
sumaki556,Best French resturent in Kuala lumpur ,"i think 2ox is the best french resturent in kuala lumpur, the food was really amazing, the service was totally perfect,attentive and friendly. overall environment, music was totally cool. 
i would give five star.",5,2019-02-15,2OX Two Ox
"MALZAHRANI17Guangzhou, China",Delicious Juicy Beef ,"I went to it in the night with my family. I think it was very nice cooked very well and the beef was really juicy but my family said was spicy so they don’t really like, they just it’s okay. ",4,2020-02-24,BBQ NIGHTS
henrygliori,Best Pizza in Kuala!! ,"We are a couple of Italians living in KL and we are literally fallen in love with their Pizza. We regularly come here, especially over the weekend. 
Higly recommended if you are looking for a real Italian Pizza! Also the Tiramisù is superb.",5,2018-12-07,Ciccio Bar Pizzeria
"Robert BKuala Lumpur, Malaysia",inflation has had an impact,"Have been going to Tatto for the past 8 years and always loved the food. We had not been for awhile. we hadSan pellegrino 19RMfresh carrot juice 19RMcalamari fritti (huge) 39RMSpaghetti with seafood 65RMSpaghetti with scallops 57RMthe place was near empty, the service was excellent as always but the prices have gone up about 20% since our last visit. Food is always good",4,2022-06-18,Tatto
