Author,Title,Review,Rating,Dates,Restaurant
Bento128,Best dinner ever,"Finest Indian food in whole Europe.
Service was amazing. Mahindra is so helpful and his service was anticipated.
Will come back to Rome just for these delicious food and amazing service.",5,2023-03-01,Jaipur - Ristorante Indiano
Joseph A,Must visit in Rome. I'll be back !!,"I have been visiting Italy for over 20 years and this is one of my first Trip Advisor Reviews. The food at Goliardi was one of the best culinary experiences ever!! The staff is knowledgeable, the wine list is expansive ! And it's an incredible value proposition. This is must visit !!",5,2023-09-11,I Goliardi Roma
Vin D,Great restaurant for a dinner,The staff is very friendly and the restaurant is very clean and well decorated. The pizza is tasty and the food arrived within 10 minutes of ordering,5,2023-08-20,Klass Restaurant
"armida907Rome, Italy",Choose a restaurant away from big touristy crowds ,Great place recently open by a young couple near St John’s Cathedral.The chef specialize in cooking with the brace and almost everything has this light taste.Excellent fish also pasta and a very unusual tiramisu.Alessandra is the counterpart at the table and fir your wine selection. She is very professional and helpful.,5,2023-08-07,Ristorante Dogma
515kseniag,Delicious!!! ,"We read reviews on this place and decided to visit.
The place looks cool and has a large verity of hamburgers. The hamburgers were DELICIOUS!
I think its the best hamburger i had! 
Definitely coming back.",5,2019-05-24,Knick Knack Yoda
Ukrainestyle,Good and tasty place,"They have really delicious pizza Margarita . Also it is historical place, cozy .
You xan seet inside of outside.
Cool stuff",5,2023-12-26,Mercato Hostaria
Marks_adventures_in_,An Absolute Gem,"An absolute gem of a find , food was absolutely delicious, atmosphere and service was excellent and the prices really reasonable.
There isn’t anything to find fault with at all",5,2022-05-23,Origano Campo de' Fiori
Monika68west,Outstanding,We had dinner here twice as we were so impressed with the first one. Delicious Roman food and great prices. Fantastic staff and friendly. Speaking English. Made us feel very welcome!,5,2018-05-14,Osteria La Sol Fa
AmrM335,Do not go there if you are a muslim ... They will not let you in,"2 hours ago I tried to dine in the restautant with my wife ( veiled ) and our 2 kids.From window the many tables were empty restaurant and reception guy didn't seem to ask the guests were standing in front of us about reservation( not looking into a paper, he just asked them to step in). When we entered he first asked if how many seats, then if we have reservation. Then he apologized as we don't have reservation and the place is booked for 2 hours!!!! I stepped out, walked enough away then called the restaurants asking for a table in 30 min time and for my surprise who answered me just confirmed asked me about my name to book me a table for 2 now !!!!",1,2016-07-25,Ristorante Pizzeria i Fratelli
950duncanb,"Fab food, great little restaurant ","Best meal we ate in Rome. Great restaurant, wonderful staff and amazing food. Sign of a great restaurant when you want to pick every dish on the menu! Thanks",5,2019-04-07,Meridionale - Trattoria a Trastevere
Gchilcoat,Exceptional gem,"Special fine dining experience! Balanced between exquisite and down-to-earth. Communication beforehand about our vegetarian needs and awareness throughout the meal. Staff worked seamlessly together and paired gins, wines, and amaro. Everyone knew exactly what we were after and made it happen. Couldn’t have asked for more from the seasonal dishes and desserts. As good as it gets - gem!",5,2023-08-07,La Ciambella
Mf1875bluenose,Lovely food,"We had visited the Vatican and wanted a meal. We stummbled across thus restaurant. They were offering lunch specials. We had a pizza, lasagne 2 beers and an espresso for €22. The food was really good and the device was excellent. Well worth a visit",5,2017-12-05,Porta Castello
"Vacation38723320521Rome, Italy",A grate place to go in the  heart of Rome,"Excellent environment, friendly service, great menu choices and really decent food and affordable prices. Will be back.” “What a lovely place in the heart  of Rome … tasty appetisers with grate waine. The service and atmosphere, is amazing definitely I always go back when in Rome.I highly recommend this magical place .” “Their customer service is second to none.” “The product quality is consistently outstanding, exceeding my expectations every time… I recommend Er’pizzicarolo ",5,2024-01-30,Er Pizzicarolo
nathanielnguyen,Food was delicious,I travel a lot and I eat everything from low end to high end.   This place has excellent food  and the price is very very reasonable.   I am definitely coming back for more.,5,2017-05-09,La Pecora Pazza
"Zoff716London, United Kingdom",Expected a bit more,"Visited for dinner, had expected more given the positive reviews. A bit of a disappointment as this was just an average experience, tomato sauce on the pizza was salty, olives straight from the cheapest of jars in a supermarket, the service tried to be efficient but clearly the restaurant was understaffed.In Rome you can do much better than this. On a positive note, the prices were modest and the tiramisu was definitely yummy. ",3,2020-02-18,Ristorante Pinseria Al 39 Da Massimo
878anup,"Nice, friendly and clean place.","Great service, nice atmosphere under the trees, excellent spagetti tartuffo and cool drinks. The boss was frienly and welcoming and the waitresses were very nice and spoke good english. We will certainly come again.",5,2022-06-19,Osteria Corsetti 1921
"medmom2002Chicago, Illinois",Highlight of Rome Holiday,"We found Collin Emiliano on the Eater/ Rome and reserved 3 weeks in advance by a phone call. The experience we had as a family of 5 adults was wonderful from entry ( don’t be intimidated by a line of hopefuls) to seating, to simple to navigate menus and drink service to match. Each of the dishes we tried was outstanding. Gnocchi and Tortellini with spinach and ricotta was everyone’s favorite. Secondi were great, my veal with Mashed potatoes less memorable but everyone enjoyed their dishes. Strawberry tiramisu was a fun twist. Overall, well deserved reputation for ambience, food appearance, taste, creativity, and service, while reasonably priced.",5,2022-06-22,Colline Emiliane
"Gemma2013831Leigh, United Kingdom",Amazing!,"Attended with my boyfriend last Monday. On arrival we were given the chutney tray and poppadoms, these were complimentary and staff were very friendly and welcoming.The food was delicious. I had the butter chicken with rice and my boyfriend had a chicken vindaloo. If we lived closer we would always be there. Highly recommend and very reasonably priced to!",5,2022-08-28,Gandhi 2 Ristorante Indiano
"fearlessbiker916Llanfairfechan, United Kingdom","Don't hesitate, book a table!","You would be unlikely to find Colline Emilane unless you were looking for it. Tucked down a fairly grubby side street, straight away you know this is no tourist trap. If you did just happen upon it, you probably wouldn't get in as booking is essential.We shared a mixed anti-pasti, at 29 euro, it might sound expensive, but you get a beautifully presented large platter of gorgeous meats, cheeses and artisan crispbread. Considering the quality, it really is good value.We then enjoyed some fabulous pasta, meat tortellini with a cream sauce and lasagne verdi. Sadly we were too full for the lovely looking desserts.I had tried to book a table by ""the laboratory"", it would have been great to watch the pasta being rolled and shaped, etc, but you need to book weeks ahead to get that.The service was very good, not fast, because they are busy, but timely, polite and friendly. We felt very welcome. There was a nice buzzy atmosphere and the food was delicious. We will definitely return, next time in Roma.",5,2024-01-19,Colline Emiliane
louiseb5684,Excellent restaurant,Excellent and filling food where every dish has a rich history. The servers are great and very welcoming.,5,2023-12-31,Hostaria Antica Roma
"lucy_franckyStalham, United Kingdom",The most INCREDIBLE Food at a vary fair price ,"The food was incredible! We ( my partner and myself ) shared a lovely bottle of wine some water and a first and main course. This was our 4th evening dinner we’ve had in Rome and so far the best! The ravioli which I had to start was most definitely the best pasta I’ve had In Rome even after all the “top spots” Tripadvisor and TickTok had told us to visit, it was a top end experience with the most friendliest waiter Raffaele who was extremely courteous ( I’m sure rather surprised that we both ordered pasta and a pizza!  ) however we love our food! Both was to die for  and we would 100% recommend, 2x pastas, 2x pizzas and a bottle of wine for €82 who can complain! 100/10 would recommend to anyone! ",5,2023-08-26,Bono Bottega Nostrana - Monti
"G111NNericbMirfield, United Kingdom",Tasty food,"When you have had enough of pasta give this place a try. Friendly staff and great food. Portions are on the small side and those eating here from the uk might need to ask them to increase the spice level a bit. I ordered vindaloo and what arrived was a madras at best. Still, very tasty and worth a try",4,2018-10-05,Ganesha India
"andreewjrPrague, Czech Republic","GREAT VIBE, AMAZING & FRIENDLY STAFF, VERY TASTY FOOD & DRINKS!","We had this place in our ""go to"" food places before going to Rome, went here our 1st day after a LONG walk in Rome. We were pleasantly welcomed with the smile by the staff, service was great, sandwiches are top tier, drinks perfect too. I give this place 12/10, we had a great time and definitely will be coming back! Love the vibe, the food, and the drinks! 100% must visit place! ",5,2023-06-28,Bono Bottega Nostrana - San Pietro
"storia1111Rome, Italy",The best Japanese restaurant in Rome,It's a place that you can't forget once that you have had the fortune to discover it.Best food fresh and the service it's at top !!!! Very Italian crowd no tourist there and the price are medium compare to the rest of the good restaurants in town !!!!You have to book if not 1 or 2 h of line at the door ,5,2016-10-18,Sushisen
260andersr,Can’t recommend ,Worst ever in Italy so far. Located at noisy street. City bus almost up turning on the table and food not even close to meet what you should expect.,2,2019-10-12,Ristorante St. Ana
annettew642,Dinner,"Tiny place. Staff so friendly and happy to advise. Just asked for house starter to share...... wow! It was delicious, especially the artichoke. I had tuna salad which was great. The salt cod fettuccini was gorgeous. “Grandmother broth” was unusual. Highly recommend",5,2018-03-20,La Trattoriola di Luca
"Samuel SHelsinki, Finland",Must visit place for Lunch!,"What a place, this is a true gem and must visit lunch for any Rome traveller. Menu changes everyday and owner buys fresh ingredigents every morning from market and daily menu is based on that.This is real traditional italian homemade food and in incredibly affordable prices, this is a must go place and you will not be dissapointed. All made from daily fresh ingredigents. I will go back everytime im in Rome!",5,2018-11-27,Quel Che C'è Laboratorio di Cucina
"Y8143PYelenabKnoxville, Tennessee",WONDERFUL EXPERIENCE!!!!,"Wonderful food, wonderful people!!! We showed up right at closing thinking the food portion stays open till 11pm on Fridays (only Saturday and Sunday) Andrea and Paola de owners graciously served us the leftovers, played us music for us and let us sit and eat and take out time. The pizza was OUT OF THIS WORLD!!!! Ten stars if an option!!!! Hope to come back to try some of the other booths!",5,2023-09-08,CasaManco
donnycarneydonnycarney,Excellent service and food,Excellent pasta on our first day in Rome. So good we went back again. Staff went out of their way to accommodate us and my baby. Stored the pram and dried out the rain cover for me. Very good customer service and great authentic Italian food.,5,2013-01-27,L'Insalata Ricca - Trastevere
MariaV2544,Great choice,The place is in a touristic area but the quality and service was excellent. The pasta and meet were the best we had in Rome,4,2023-07-13,Cantina & Cucina
"Kipperman27San Antonio, Texas",Excellent contemporary restaurant,Delightful meal in a contemporary setting. Very pleasant waiters with excellent service. The menu is a large one and there were sections of Artichoke and Truffle specialities.We ate Artichoke to start and Grilled Tuna as main course and it was beautifully prepared. Deserts were varied and also very tasty.Definitely a place to return to on our next trip to Rome.,5,2024-01-03,Life Ristorante
"andrasmanoBudapest, Hungary",Great pizza and beer,"We have been looking for pizza integrale for a while in Rome, with not much luck, but this place!!! All they have is pizza integrale, great taste and service, special tasty beers as well. Great for a snack.",5,2018-04-29,Pizzeria Romana Al Taglio
133edwardp,Local Gem,"Delightful meal, lovely staff.  Could not been nicer on a busy Friday evening   Our dinner was just right.  Great wine list (you walk into the cellar to choose your bottle).  Definitely will keep this restaurant on our list of Rome favorites",4,2018-10-27,Taverna Lucifero
240majanGegic,Excellent Aperitif near Piazza Navona,"This spot is so great for an aperitif! I was served by Luis, who is genuinely so great. The drinks were great and the food provided was so amazing as well. I recommend this place definitely in rome if you’re looking for a scenic place to relax and have a lovely vibe. ",5,2023-07-16,'Gusto
356pticaL,An ad hock visit ,"After arrival to Rome at a late hour we were attracted to a lovely restaurant named Chiaroscuro. We were treated to the most welcoming and friendly staff, and the food was absolutely scrumptious. The polpito grigliato was a dream and the tagliato di tonno incredible. As for the desserts, the tiramisu lived up to the restaurant’s reputation of delicious home- made desserts. Definately recommended!",5,2018-10-24,Ristorante Chiaroscuro
MDM9437,Best burger in town,A great place to eat. Great food. Cooking the burgers in the way they do is amazing. Very friendly staff. Highly recommended,5,2018-08-20,CULT Burger Attitude
Karen L B,Wonderful lunch,What a fabulous lunch. We had the set menu and it was wonderful. A tiny “taco” of mullet to start and wonderful grilled and smoked fish dishes to follow. Alessandra explained each dish and how is was made ( crafted?). She suggested a lovely wine to go with the meal. The restaurant seems like a labour of love for them. The dessert was fantastic. We will definitely book again when we return to RomeThank you.,5,2023-03-25,Ristorante Dogma
"JohnThompson2014East Molesey, United Kingdom",Great neighbourhood restaurant,"This is a wonderful, local restaurant. Traditional Italian dishes, very well cooked, eg spaghetti vongole, lasagne, thin & crispy pizze, etc. Cheap and very cheerful. Excellent service by friendly & efficient staff (who speak good English!). Highly recommended if you find yourself in this interesting area of Rome.",5,2017-07-01,Osteria Pesce Fritto e Baccala
faroukhammad,Great experience ,"Very nice food 
Excellent service 
Highly recommended 
The area is quite away from the hustle. 
It serves original Italian cuisine especially fish",5,2023-03-18,Ristorante Il Piccolo Mondo
"rolando_antoRome, Italy",Location concucina tipica romana,"Locale molto carino inserito nel contesto del mercato irnerio. Cucina tipica romana, con piatti ben confezionati con prodotti genuini e preparati nel rispetto della tradizione romana. Ottimo il servizio è simpatico il gestore. Ci ritornerò e lo consiglio vivamente.",5,2022-04-17,"Mejo "" Cucina Romana """
T7749OWjulier,Great vibe!,"Nice change from the stuffy old Italian restaurants. Service was excellent. But if you are going to order a classic dish, you will be a little disappointed.",4,2019-11-02,Tacito
"vaggmanAthens, Greece",The worst experience in Italy,"I have been in Italy 5 times this year and it was by far the worst food experience that I had! The pizza was, let's say, ok. The pasta was preboiled and the sauce was so intense that we just tasted it and left it. The worst part was the waiters. They were making such a noise when cleaning the other tables (moving chairs and tables, cleaning plates, forks and knives), that we left the place as soon as we ate the pizza because of the headache. I cannot really explain how noisy and bad experience we had... ",1,2019-12-06,Le Caveau
Smithtravel77,Very modern,"Went there for a quick bite , staff very attentive and kind, also the girl spoke perfect English, food was very good , wide selection of sandwiches and subs",5,2020-12-19,Vuliò
Tourist37705891445,The best Italian foods plate,"It was just great! So yummy, delicious, the best place to try Italian specialties like ham, cheese, wine. If you want to “try Italy” you should definitely come here and order a plate with all these food. And really nice people work there",5,2022-11-08,Er Pizzicarolo
abudge,Pizza dinner in Rome,A fantastic place for the family to eat in Rome at a great price. Love the idea of being able to try lots of different pizzas paying by weight of slices.,5,2019-10-07,Pizza Florida
sophwilliams1998,Delicious pizza and great service,I really enjoyed the pizza here and was made to feel welcome even as a solo traveller while there was a long queue at the door!,5,2023-11-11,Mariuccia
Texasivy,Must visit and meet Paulo!,"Truly a special night on our visit to Roma.  We are all still talking about the food, and more importantly, the hopsitality of Paulo, the owner.  Would highly recommend.",5,2023-04-24,Hostaria Antica Roma
Lovetotravel147321,Very serious dinner,"Went there 24th of December, 2019. What a delicious dinner. The service was just perfect and the food was a blend of flavors and textures. Everything was perfectly balanced. A must go, if you are in Rome.",5,2020-02-20,Il Convivio Troiani
Ambassador576243,veramente molto buono,sono stato con la mia ragazza.personale molto cortese.abbiamo mangiato la pizza!!! verante buonissima!! ci ritornero' molto volentieri!!,4,2022-01-04,La Divina Da Giulio
3kidmomsfsf,"Terrible Service, Dirty Dishes, Dine Elsewhere !","You only have so many nights to dine out on your trip in Rome. Don't waste time here. We wanted a special dinner for our last night in Rome. We are a family of 6 but we are complicated since 2 of us are Gluten Free and 1 is vegetarian. We had let the restaurant know of our dietary restrictions when we booked the table about a week to 10 days before our reservation.This was our fourth Michilen star restaurant of the trip and it was by far the worst. Their service was abysmal, they failed to accommodate special diets and their food was not memorable.  We looked at the options for tasting menu courses but because so many of them either contained gluten or meat/fish we opted to order a la carte instead. There were not 5 courses that we could have all eaten. The meal started off very rocky and did not improve. As we arrived, we were greeted with tri-colored potato chips perched in grape stems suspended from the ceiling by fishing line. They made an interesting centerpiece but we were encouraged to eat the chips. They tasted stale and under salted and they looked unappealing when there were fewer chips on the stalk. At the beginning of the meal, the waiters only asked my husband and I what we wanted as an aperitif - our other family were all in their 20s and it seemed very odd that they were not asked. I asked for a Spumante and my husband asked for a white wine but we were not given a wine list to choose our drinks - which seemed strange. My son and I have celiac disease and my son is quite sensitive to cross contamination. The restaurant provided each of us a rustic earthenware bread plate that apparently they do not wash. My son's plate, mine and my daughter's all had crumbs on them. My son sent for a fresh one and my daughter and I brushed ours off with our napkins. We received an amuse bouche that was a crostini with a fish topping and a macaron with liver pate in the center. For my vegetarian daughter they swapped the liver pate for a cheese filling. For the crostini they swapped gluten free bread for my son and I but they served the fishy crostini to my daughter and wisked it away with an apology but no vegetarian replacement. When they served my son his crostini it fell of the serving plate onto the table cloth. Instead of cleaning it up and bringing him a fresh one, they found a fork and spoon and popped it back onto his plate without much apology. Later, when we had ordered red wine for the second courses my son was provided a glass with 2 chips in it. They wisked the glass away and brought a new glass with the wine in it - without showing us if they poured it through a filter or anything to prevent any small pieces of glass inside. They should have thrown it out and offered us a new bottle of wine. The waiters left us a very long time with no water. They did not check back on us and left us for very long stretches. We were left so long after they removed the second courses that we were upset and asked for the check without any desert or coffee. They did not bring any petit fours or ather parting treat as is customary at this level of restaurant. This was a truly disappointing meal.",1,2022-06-29,Il Convivio Troiani
kyler249,Lovely Authentic Italian Restaurant ,A lovely family Italian restaurant with beautiful food and a friendly atmosphere. We had a fantastic time and the food was excellent value,5,2018-04-12,Restaurant Pizzeria Golfo di Napoli
"calesmom2005Colborne, Canada","So good, we returned twice","In the same building as our hotel, Porta Maggiore. Service was friendly, the menu was in several languages to make it easy to order. We tried pizza in 2 cities and a couple restaurants and this was our favourite. If you order 2 recipes, it comes as one Roman style (oblong) pizza. The ravioli and the antipasto was incredible also. They have a pizza take out shop on the one side of the hotel and a table service trattoria just around the corner from the hotel's main entrance. A really great restaurant! We would recommend them to anyone. Very affordable also. ",5,2017-10-23,La Pecora Pazza
Elvirasanti,Ottimo,"Tagli di carne di prima scelta,ottimi accostamenti del vino in base alla carne che scegli,consigliati siamo grazie continuate cosi",5,2020-02-01,Lepri Braceria Enoteca
Jennifer F,Perfect Introduction to the Rome wine scene,Excellent wine education with a mix of fabulous story telling and delicious foods! Every bite and pairing made our taste buds explode. I would recommend this to anyone coming to Rome.,5,2023-11-17,Rimessa Roscioli Ristorante
432yasminay,Very nice restaurant,Thank you Tony Cate and max for the great service and the pleassent atmosphere. Nothing was to much for him And the food was very good.,5,2022-11-18,Tora Sushi & Asian Cuisine
Borsos B,Great brunch spot,Cute little brunch spot to grab a bite! The bagels were really good and of course so was the coffee! It’s location is also great(near the Vatican City).,5,2022-03-16,Cafè Memè International Bistrot
"felipes774Rome, Italy",Lunch on sunny Sunday,"After visiting Villa die Quintili , on the way back we stopped near Circus Maximus on this cozy ristorante. We have been before. They have outside or inside seating. They have menu and offer also fixed menus for 9,90 €. They have few types of Pizza and Pasta. You can taste different beers and/or wine. We had lasagne Bolognese and pizza Diavola. Food was tasteful and good portion. There are screens where you can enjoy either Soccer game or Motor bike race.",4,2019-06-05,Zerosettantacinque
"travelqueenmeChicago, Illinois","Beautiful, setting and classy atmosphere!!","This is a very cute restaurant that is tucked away on a small street near Piazza Popolo. The menu has great choices of meat and fish and soups and everything tasted delicious. The service is wonderful too-very attentive. Prices are a little bit above average, but reasonable for the quality and presentation of food. There is a beautiful garden, but since it was very hot outside, we decided to sit indoor. The atmosphere is very classy. I would definitely come back here for lunch or dinner.",5,2023-08-05,Babette
V60,Lively with good ‘street’ food,"Lively atmosphere with great range of local dishes in a street-food kind of way. Seating areas are tight and fine. Just a great place to have something tasty served quickly.
Staff really care and are willing to explain foods to foreign tourists.",5,2023-05-19,Ce Stamo a Pensà
"SandraO642Apeldoorn, The Netherlands",Dinner with the locals!,"Very nice restaurant. Good atmosphere. Very crowded with people from the neighborhood. You need to make a reservation! We were there on a Tuesday and it was packed! Nice English speaking owner, he advised us very good wines. Good quality food. Value for money. Certainly no tourist trap!",4,2013-09-20,Dar Bruttone
"ysfgunerMarmaris, Turkiye",Glutenfree Spaghetti,They can serve perfect Glutenfree spaghetti. If you are celiac you can go here and ask a Glutenfree option. Luis is very friendly person and explains everything with a good service and you can trust his suggestions. It was very warm day in Rome and i lost in the menu trying to find something he advised limoncello and it really refreshed me.,5,2023-06-27,'Gusto
William F,Must try,Food was seasonal and fresh. Totally authentic and great prices. The staff was welcoming and made us feel like special friends.,5,2023-05-18,Ristorante dei Musei
Greta B,Amazing food and suggestive environment,"I was here with my boyfriend and we enjoyed a very tasty lunch, with many vegano options, in a cozy and familiar atmosphere. The owner was very nice.",5,2023-06-26,Himalaya's Kashmir
"lmw728Manchester, United Kingdom",Tiny little locals bar filled with character,"This a tiny little bar but we loved it. It is hidden down a side street away from all the tourists but we were staying in an apartment near here and popped in after an evening meal. They have a huge range of teas (although sadly we didn't see a menu for this so it may have been that you just ask at the bar). However, he had some beers and enjoyed the surroundings. Pop in if you are in the area.",5,2014-04-03,Makasar Bistrot
"ian190817South Cerney, United Kingdom",Wonderful first night in Rome,"We picked this restaurant as it was close to our hotel for our first night. After a long day and plane food we needed a simple, Italian meal.We had great carpaccio, gnocchi and sea bass en papilotte. Desserts and usual great Italian coffee.Service was relaxed and friendly from Josephine an Anna. Can't understand the bad reviews, if you are unhappy then say so and it will be put right. ",5,2019-10-14,Il Porto Di Ripetta
"NorthStar64296941548Linda-a-Velha, Portugal",Experience,"The Diavola pizza and Buffalo pizza was really good, good wine, good beer and good pizza. Really Cosy place! The service from Angelo",5,2024-01-16,Mama Eat Roma Trastevere
CharityS830,Worth a stop,Excellent food we stayed nearby and went twice… best meal we had while on vacation. Food and service were wonderful. I highly recommend,5,2023-12-22,Tira e Molla
"fmbeadStaten Island, New York",a haven away from the heat of the sun,"We came to I Clementini on a referral from a colleague who is a friend of Marco, the chef. Jessica greeted us warmly and it was a wonderful respite from the heat after touring the Colosseum and Forum. The prosecco and wine were crisp and satisfying. I had stuffed squid with potato and chicory - the combination was absolutely delicious! Thank you!",5,2019-07-12,i Clementini
CandVontheroad,"Reserve if you can, stand iin line if you must",We were lucky-able to be seated outside/ last table then the line formed. Great food and attentive service -good value wine list. Location near Trevi fountain but on quiet side street,5,2022-10-19,Piccolo Arancio
S C,Friendly ,"Very friendly place close to Colosseum but not pretentious, touristy or pricey.  We had Spaghetti Carbonara, Tonnarelli alla Gricia, shared a Greek Salad and washed it down with a couple of beers.",5,2023-02-12,Coming Out
"ColmanLotLondon, United Kingdom",Could be better,"A great experience at a restaurant starts with the basics such as service, comfort and food. Service is patchy, needs more attention. Chef cooks good food but the manager needs to train his stuff to deliver an experience that matches the price of the food. Chairs are uncomfortable, repetitive jazz music not really needed but worst is that the place is cold! Literally no heating and some fellow diners had to put their coats on. As for the food some good ideas for starters and mains. Side dishes disappointing. This could be a great place but definitely needs some fine tuning before I give it another try. ",2,2019-12-08,Clorofilla
alemosquera,Great rigatone carbonara,Great pasta. We had the caccio e Pepe (salty alert!) and the rigatone alla carbonara and truffle was delicious!! Chiara our waiter was so kind and helpful!,5,2023-12-01,Rione 13
915jahn,Jahn,Very good food!  I suggest it.. We went there on our 4 days visit in Rome wanted to find one typical italian restaurant and I think we found the ideal ..  Couple from Greece,5,2015-05-11,La Nduja
Labradorfriend,"Great food, friendly welcoming staff.",We ate several meals here over this weekend. The team are really friendly and found us a table even when they were really busy. We really enjoyed the food.  There were lots of local people here too which really adds to the atmosphere.,5,2023-03-22,Rione 13
"mgiulieriSanta Rosa, California",Delightful Lunch!,"My wife and I had an excellent lunch on their patio. We highly recommend!Having made a reservation on TheFork, we arrived to find that they had kindly set a table for us on their patio. It was a pleasant afternoon to enjoy a meal outside.They started us with an amuse bouche of a canape filled with a mushroom mouse. We began with starters of bread and three oils and their creative version of quiche. We followed that with Pappardella Genovese and their pork dish. The pappardella was unique and creative--the pappardella noodles were fused together at the edges and were stuffed with meat. We decided to indulge a bit more and ordered their octopus starter. All the food was excellent. We ordered dessert and we were very glad that we did. The dessert course consisted of a pre-dessert (coconut in a dark chocolate shell), their version of tiramisu, and post-dessert (chocolate creme puff and lemon meringue). All the desserts were outstanding, especially their tiramisu--instead of using ladyfingers they use amaretto cookies--it was superb.The service was great and very attentive.We hope to be back!",5,2021-02-26,Taverna Angelica
"annna30Bromley, United Kingdom",What more could you want? ,"This charming hidden gem is well worth the time to find. Having read the reviews on trip advisor we decided to give it a try on our first night as we didn’t want a huge meal. Inside there are only 10 bar stool/tables and large chiller fridge bursting with a whole array of meats and cheeses and let’s not forget the selection of over 100 beers! The two staff were charming and knowledgable and produced a tray of cold meats and cheeses, hot toast, chutneys and honey. So good we had an extra plate of meat, not because the portions were small but because it was so delicious. Please give it a try. Will certainly be back. ",5,2018-09-11,Baguetteria del Fico
"giuseppelN3632WPPulsano, Italy","Poche recensioni, tutte ottime....allora lo sbagliato sono io","Si ma...boh le 5 stelle possono anche sognarle anzi vederle di notte. Ad essere sinceri e tralasciando la location il mio giudizio si basa esclusivamente sui piatti.Gricia da 6- con ""guanciale"" o forse pancetta abbrustolita che ha leggermente infierito sul gusto del piatto. Fiori di zucca voto 5...stra unte e non molto invitanti.Devo dire che ho scelto il posto facendomi abbindolare dalle recensioni.A questo punto non saprei cosa pensare, siamo così abituati a mangiare talmente bene in puglia o si potrebbe fare decisamente meglio?",3,2023-07-08,"Mejo "" Cucina Romana """
geowise,Incredible for people with celiac disease,"Wow.The staff are so amazing! So attentive. I have celiac disease and we’ve been in Rome for 3 days and this restaurant tops them all, I can’t thank them enough for how informative and supportive they were with my needs and the food was incredible, for once I didn’t feel like I missed out on taste. First restaurant as well to have gf pasta  could have fried. If I could say more than 5 stars I would. I’m so grateful to be able to have really enjoyed my meal with my partner without worrying what I’m going to eat and if I’ll miss out or having food envy. Thank you thank you thank you. Will be returning again. You need to come here do not miss out even if you’re not celiac. It started to rain while we were eating and they moved everyone to comfortable places put extra umbrellas up! The taste of the food and the staff make this place so lovely , the atmosphere is brilliant!",5,2023-09-22,Mercato Hostaria
"Karen WBourne, United Kingdom",Loved it. ,"Found completely be accident but what a find! Lovely food, well presented, delicious and well priced for central Rome. Liked it so much we went again the following day and if we had found it sooner we would have been there a third time. The sharing board was amazing.",5,2023-05-09,Pane e Salame
Topinis,Excellent food and service,Excellent service. Typical Roman “Hosteria” and family business. Each course explained by the chef and linked to the Ancient Rome food culture. Great choice of cheese.,5,2023-01-03,Hostaria Antica Roma
"fridleifurgudReykjavik, Iceland",Best cocktail bar in Rome ,We visited this place on a weekend getaway. The cocktails served by a the very talented Andre from Egypt were phenomenal. Came twice to this place and had deserts and cocktails. Highly recommended to have Andre choose the cocktail. Will definitely go for dinner next time we are in Rome. This place was a real find and away from the the crowded streets of Rome and Trastevere. ,5,2021-10-25,Clorofilla
Marie-Claude R,Wow ,"One of the best meals I’ve had, definitely in the top 10 of my life. The food was amazing, the service was attentive, the wine recommendation was spot on. It’s worth stepping out of Rome Centro to try this place.",5,2020-03-08,Cuoco & Camicia
MarilenaR94United Kingdom,Delicious Sardinian seafood,"We visited the restaurant with our daughters as this was our first time in Rome and it was St Valentines. We were very impressed by the hospitality and warmth this small family business offers. The seafood was delicious and freshly prepared. The restaurant seemed to have a set menu however we were always asked if we want to try the next course. My youngest daughter (5) decided not to eat the seafood and the owner kindly offered alternative vegetarian food and fruit salad to please her, which was very kind and we really appreciated it. We ate grilled seabass, squid, shrimps, we also tried oysters which were delicious and my eldest daughter ate pasta with white sauce with clams. It was an amazing experience to try as a family traditional Sardinian seafood. We will definitely revisit next year.",5,2024-02-17,Ristorante L’Isola
Kalle S,Wonderful restaurant,"Wonderful restaurant. Food was excellent and service was great. We celebrated my wife’s birthday and she had her favorite dish, seafood pasta.",5,2022-06-10,Le Virtù in Tavola
"167gilliannChester, United Kingdom",Loved it!,"We ate here last night and I’m so pleased we chose it. We’re in Rome for a special birthday so I wanted it to be just right. And indeed it was. The staff were discreet, very well mannered and lovely. The food was delicious with some amazing flavours. My husband had the carbonara and then steak with truffle mash. I had a taste of the mash and it was fabulous. I chose the pumpkin flowers followed by sea bass with Mediterranean guazzetto. The guazzetto sauce was particularly good. This was followed by lovely coffee - we couldn’t squeeze in any desserts!Overall, it was a delightful evening and I wouldn’t hesitate to recommend it. ",5,2018-05-11,Il Boncompagni
ConradL165,Excellent,"Great food, tasty and fresh. The atmosphere here is very friendly and welcoming. Serving was really quick.",5,2018-01-11,Osteria Pocci
"GiuseppeBigTravellerMilan, Italy",Excellent Carbonara!,A good friend of mine which lives in Rione Monti suggested this place for a reunion lunch. He told me their “Carbonara” was excellent and he was right and ... very important ... waiters and owners smile a lot and make you feel comfortable and at home. Suggested!,5,2019-04-25,I Monticiani
Fish248Los Angeles,Local spot in the Prati,Referred by the staff of the Sheraton to a local neighborhood restaurant that was 2 blocks away. Wonderful meal with both excellent first and second courses. Great fresh pasta choices. Nice choices for wines by the glass. Very cozy room with locals and a few tourists.,5,2019-11-26,Casa Prati
